datetime,open,high,low,close,volume
2020-05-04 10:00:00,1167.35,1167.35,1093.65,1093.65,341
2020-05-04 10:15:00,1093.65,1093.65,1011.55,1071.4,340
2020-05-04 10:30:00,1100.0,1160.2,1056.45,1143.05,440
2020-05-04 10:45:00,1111.0,1129.1,1096.55,1096.55,180
2020-05-04 11:00:00,1021.7,1060.4,1021.7,1060.4,120
2020-05-04 11:15:00,1070.0,1070.0,1011.5,1011.5,180
2020-05-04 11:30:00,1011.5,1090.0,1011.5,1029.5,180
2020-05-04 11:45:00,1054.0,1091.6,1054.0,1091.6,40
2020-05-04 12:00:00,1080.05,1101.25,1080.0,1091.7,120
2020-05-04 12:15:00,1103.8,1103.8,1036.6,1082.15,300
2020-05-04 12:30:00,1067.0,1107.5,1067.0,1107.5,80
2020-05-04 13:00:00,1053.45,1065.0,1040.0,1065.0,80
2020-05-04 13:15:00,1065.0,1074.05,1054.1,1074.05,100
2020-05-04 13:30:00,1074.05,1107.45,1055.0,1076.55,400
2020-05-04 13:45:00,1030.7,1079.45,1025.35,1051.65,240
2020-05-04 14:00:00,1016.05,1023.7,1000.0,1022.8,460
2020-05-04 14:15:00,1011.35,1012.15,983.15,983.15,580
2020-05-04 14:30:00,984.5,995.6,960.1,960.1,380
2020-05-04 14:45:00,955.0,1008.45,932.65,957.0,540
2020-05-04 15:00:00,961.0,983.95,944.4,970.0,360
2020-05-04 15:15:00,976.0,1000.0,976.0,994.95,540
2020-05-05 09:15:00,1120.1,1175.65,1059.0,1100.0,782
2020-05-05 09:30:00,1084.8,1158.75,1084.8,1100.0,560
2020-05-05 09:45:00,1108.75,1108.75,1012.85,1012.9,620
2020-05-05 10:00:00,1013.6,1013.6,966.9,997.6,1180
2020-05-05 10:15:00,998.7,1047.55,998.7,1023.8,420
2020-05-05 10:30:00,1036.8,1036.8,1002.55,1030.0,340
2020-05-05 10:45:00,1013.95,1021.45,1010.45,1020.0,200
2020-05-05 11:00:00,1043.55,1052.4,1025.5,1025.5,240
2020-05-05 11:15:00,1014.5,1022.9,992.1,1002.3,440
2020-05-05 11:30:00,995.7,1026.15,980.8,1026.15,200
2020-05-05 11:45:00,1018.9,1018.9,961.9,975.0,640
2020-05-05 12:00:00,969.0,977.75,938.8,971.35,760
2020-05-05 12:15:00,959.15,963.25,923.75,963.25,680
2020-05-05 12:30:00,963.25,969.25,943.75,957.65,300
2020-05-05 12:45:00,959.95,1010.0,959.95,1006.5,560
2020-05-05 13:00:00,1006.5,1087.85,1006.5,1050.35,920
2020-05-05 13:15:00,1079.65,1079.65,1027.9,1057.45,280
2020-05-05 13:30:00,1050.25,1111.55,1050.25,1102.45,780
2020-05-05 13:45:00,1103.45,1104.7,1016.4,1016.4,1220
2020-05-05 14:00:00,1008.6,1009.4,950.0,983.6,1280
2020-05-05 14:15:00,970.0,970.0,881.2,891.1,840
2020-05-05 14:30:00,891.7,896.75,850.0,850.0,720
2020-05-05 14:45:00,850.0,870.5,766.85,766.85,280
2020-05-05 15:00:00,784.25,786.85,764.9,786.85,280
2020-05-05 15:15:00,798.8,807.2,793.75,804.0,280
2020-05-06 09:15:00,702.1,702.1,653.75,661.2,641
2020-05-06 09:30:00,659.15,665.25,626.45,656.35,420
2020-05-06 09:45:00,644.7,816.9,644.7,810.75,560
2020-05-06 10:00:00,797.6,868.35,769.35,868.35,380
2020-05-06 10:15:00,868.35,936.7,833.2,936.7,180
2020-05-06 10:30:00,995.8,995.8,886.4,916.0,140
2020-05-06 11:00:00,1000.0,1000.0,960.0,970.0,200
2020-05-06 11:15:00,950.0,980.85,898.75,920.3,480
2020-05-06 11:30:00,909.75,912.75,862.9,872.8,420
2020-05-06 11:45:00,871.0,956.3,871.0,938.65,640
2020-05-06 12:00:00,955.65,968.5,955.65,959.85,300
2020-05-06 12:15:00,959.1,959.1,914.0,926.3,380
2020-05-06 12:30:00,903.35,967.7,890.0,940.0,400
2020-05-06 12:45:00,931.6,958.2,901.0,901.0,200
2020-05-06 13:00:00,932.0,933.0,895.15,905.5,220
2020-05-06 13:15:00,890.0,890.0,890.0,890.0,40
2020-05-06 13:30:00,953.85,1010.0,953.85,985.1,1220
2020-05-06 13:45:00,997.5,997.5,919.75,925.6,400
2020-05-06 14:00:00,960.0,961.45,938.05,938.05,140
2020-05-06 14:15:00,920.5,963.55,846.95,855.75,640
2020-05-06 14:30:00,846.0,870.25,786.95,870.25,720
2020-05-06 14:45:00,870.25,875.6,838.0,875.6,480
2020-05-06 15:00:00,892.6,951.7,889.9,920.5,140
2020-05-06 15:15:00,920.5,962.75,920.5,956.2,580
2020-05-07 09:15:00,769.8,871.85,769.8,871.85,601
2020-05-07 09:30:00,852.45,852.45,833.65,833.65,140
2020-05-07 09:45:00,929.05,929.05,890.85,905.7,240
2020-05-07 10:00:00,905.8,905.8,842.75,852.35,440
2020-05-07 10:15:00,857.1,864.8,823.3,840.3,320
2020-05-07 10:30:00,823.05,831.65,760.5,766.5,420
2020-05-07 10:45:00,769.95,798.6,761.25,774.6,320
2020-05-07 11:00:00,799.55,799.55,773.0,773.0,100
2020-05-07 11:15:00,781.25,784.0,775.4,784.0,80
2020-05-07 11:30:00,793.5,815.0,793.5,810.0,220
2020-05-07 11:45:00,811.25,811.25,811.25,811.25,40
2020-05-07 12:00:00,773.3,773.3,754.2,763.0,220
2020-05-07 12:15:00,759.4,759.4,749.95,754.6,160
2020-05-07 12:30:00,759.85,794.25,759.85,777.0,420
2020-05-07 12:45:00,803.25,803.25,780.1,780.1,260
2020-05-07 13:00:00,780.85,808.85,778.8,805.9,180
2020-05-07 13:15:00,820.9,839.05,799.2,799.2,380
2020-05-07 13:30:00,779.05,798.45,761.35,768.95,360
2020-05-07 13:45:00,764.6,798.15,764.6,798.15,240
2020-05-07 14:00:00,797.55,806.95,787.85,787.85,460
2020-05-07 14:15:00,764.65,792.9,758.1,784.5,600
2020-05-07 14:30:00,780.0,814.55,780.0,794.65,600
2020-05-07 14:45:00,778.95,793.2,774.45,791.0,180
2020-05-07 15:00:00,793.65,793.65,781.0,782.1,160
2020-05-07 15:15:00,778.0,786.75,775.75,786.75,200
2020-05-08 09:15:00,973.5,973.5,867.2,918.8,1021
2020-05-08 09:30:00,921.85,938.1,900.0,924.45,300
2020-05-08 09:45:00,930.0,931.8,870.9,871.25,600
2020-05-08 10:00:00,857.55,906.6,857.55,869.8,480
2020-05-08 10:15:00,885.4,890.0,872.05,872.05,140
2020-05-08 10:30:00,900.55,911.5,883.6,883.6,460
2020-05-08 10:45:00,860.25,875.05,860.0,866.0,280
2020-05-08 11:00:00,860.0,862.45,834.65,845.35,240
2020-05-08 11:15:00,850.0,864.75,850.0,862.1,120
2020-05-08 11:30:00,862.1,864.6,837.35,843.65,220
2020-05-08 11:45:00,840.25,840.25,837.25,840.1,140
2020-05-08 12:00:00,823.0,823.0,796.75,812.65,800
2020-05-08 12:15:00,803.25,809.55,760.0,760.0,400
2020-05-08 12:30:00,760.0,783.55,756.05,783.55,440
2020-05-08 12:45:00,772.5,787.2,756.45,787.2,320
2020-05-08 13:00:00,787.2,806.5,776.3,799.6,340
2020-05-08 13:15:00,792.0,796.75,767.0,767.0,140
2020-05-08 13:30:00,762.15,774.65,756.55,762.0,180
2020-05-08 13:45:00,757.4,762.35,680.45,692.6,640
2020-05-08 14:00:00,704.95,723.45,696.2,700.0,320
2020-05-08 14:15:00,692.8,702.9,680.35,702.9,240
2020-05-08 14:30:00,704.65,704.65,650.0,656.65,160
2020-05-08 14:45:00,652.25,652.25,602.3,624.8,520
2020-05-08 15:00:00,628.65,636.65,600.0,610.0,560
2020-05-08 15:15:00,611.1,647.9,611.1,630.75,400
2020-05-11 09:15:00,720.05,727.65,665.65,665.65,761
2020-05-11 09:30:00,665.65,745.0,665.65,730.0,440
2020-05-11 09:45:00,725.0,725.0,685.4,700.0,280
2020-05-11 10:00:00,678.8,685.2,618.75,618.75,480
2020-05-11 10:15:00,617.95,622.9,597.35,597.55,220
2020-05-11 10:30:00,600.0,600.0,585.0,585.0,80
2020-05-11 10:45:00,585.0,605.0,579.85,584.15,140
2020-05-11 11:00:00,592.55,608.0,585.0,595.0,180
2020-05-11 11:15:00,606.6,611.95,565.0,570.35,720
2020-05-11 11:30:00,561.15,561.15,539.0,553.0,400
2020-05-11 11:45:00,554.65,565.75,539.0,559.7,220
2020-05-11 12:00:00,572.8,580.0,572.8,580.0,140
2020-05-11 12:15:00,582.5,582.5,567.4,567.4,40
2020-05-11 12:30:00,556.7,578.35,545.0,569.2,560
2020-05-11 12:45:00,560.0,605.0,560.0,602.45,600
2020-05-11 13:00:00,580.5,604.45,580.5,604.45,80
2020-05-11 13:15:00,594.55,594.55,573.25,587.1,100
2020-05-11 13:30:00,570.6,587.05,557.85,587.05,160
2020-05-11 13:45:00,548.0,548.0,528.2,537.0,240
2020-05-11 14:00:00,544.2,549.15,504.35,504.35,140
2020-05-11 14:15:00,494.05,513.25,488.25,506.75,260
2020-05-11 14:30:00,480.3,482.75,479.05,479.05,80
2020-05-11 14:45:00,460.0,467.95,440.0,451.7,500
2020-05-11 15:00:00,445.8,445.8,430.0,442.25,460
2020-05-11 15:15:00,446.45,453.3,430.25,446.8,440
2020-05-12 09:15:00,313.4,313.4,295.55,295.55,1481
2020-05-12 09:30:00,295.0,295.0,271.65,282.0,1720
2020-05-12 09:45:00,279.1,283.0,253.7,260.35,740
2020-05-12 10:00:00,258.5,269.95,244.6,267.5,1980
2020-05-12 10:15:00,265.8,284.55,259.8,283.75,1040
2020-05-12 10:30:00,288.55,288.55,266.9,270.2,300
2020-05-12 10:45:00,267.65,287.05,267.65,281.3,200
2020-05-12 11:00:00,277.8,277.8,277.8,277.8,20
2020-05-12 11:15:00,274.3,274.3,261.25,268.05,280
2020-05-12 11:30:00,257.8,257.8,247.4,252.0,440
2020-05-12 11:45:00,254.5,257.45,248.15,257.45,420
2020-05-12 12:00:00,257.7,264.5,256.15,264.5,520
2020-05-12 12:15:00,266.35,266.35,251.75,259.5,380
2020-05-12 12:30:00,267.1,272.4,259.95,259.95,240
2020-05-12 13:00:00,309.3,309.3,299.25,300.0,160
2020-05-12 13:15:00,287.2,304.55,287.2,290.15,520
2020-05-12 13:30:00,282.9,282.9,262.95,263.85,260
2020-05-12 13:45:00,294.55,294.55,281.9,282.75,120
2020-05-12 14:00:00,286.0,307.35,286.0,296.05,280
2020-05-12 14:15:00,313.7,371.6,313.7,371.6,1120
2020-05-12 14:30:00,377.1,417.2,377.1,416.8,600
2020-05-12 14:45:00,407.0,452.6,400.55,452.6,360
2020-05-12 15:00:00,452.6,457.4,387.0,387.0,340
2020-05-12 15:15:00,432.95,436.15,412.0,412.0,200
2020-05-13 09:15:00,834.15,900.0,796.85,826.35,2141
2020-05-13 09:30:00,826.0,852.85,696.65,704.15,2040
2020-05-13 09:45:00,708.9,781.25,682.15,754.95,1180
2020-05-13 10:00:00,753.5,782.55,753.2,773.15,540
2020-05-13 10:15:00,765.6,820.35,760.0,802.0,560
2020-05-13 10:30:00,824.85,831.9,804.25,807.05,540
2020-05-13 10:45:00,812.2,814.15,760.0,760.0,600
2020-05-13 11:00:00,766.5,804.45,766.5,800.0,720
2020-05-13 11:15:00,811.25,811.25,773.9,774.8,400
2020-05-13 11:30:00,757.6,794.25,757.6,794.25,360
2020-05-13 11:45:00,799.05,799.05,776.45,788.35,140
2020-05-13 12:00:00,800.05,800.05,773.8,773.8,260
2020-05-13 12:15:00,776.85,776.85,753.6,774.0,220
2020-05-13 12:30:00,774.0,786.7,740.3,740.3,320
2020-05-13 12:45:00,740.0,754.5,736.15,754.05,260
2020-05-13 13:00:00,734.6,743.4,700.0,700.0,760
2020-05-13 13:15:00,698.8,777.85,676.85,767.95,440
2020-05-13 13:30:00,761.0,787.5,761.0,784.95,180
2020-05-13 13:45:00,789.55,853.95,789.55,837.95,1160
2020-05-13 14:00:00,862.0,862.0,767.5,785.75,620
2020-05-13 14:15:00,792.1,845.0,783.65,845.0,540
2020-05-13 14:30:00,821.95,843.95,794.0,806.0,720
2020-05-13 14:45:00,828.25,830.6,782.0,782.0,580
2020-05-13 15:00:00,776.9,817.5,760.0,796.45,640
2020-05-13 15:15:00,814.95,820.8,780.0,786.7,740
