datetime,open,high,low,close,volume
2020-08-28 09:45:00,885.0,885.0,885.0,885.0,26
2020-08-28 10:00:00,865.85,865.85,865.85,865.85,50
2020-08-28 10:15:00,863.7,863.8,854.15,854.15,475
2020-08-28 10:30:00,746.2,806.2,746.2,771.4,3625
2020-08-28 10:45:00,764.25,791.25,750.0,778.6,2425
2020-08-28 11:00:00,777.85,777.85,760.0,760.0,1375
2020-08-28 11:15:00,756.8,756.8,718.8,725.3,4050
2020-08-28 11:30:00,720.5,731.7,669.4,673.6,4400
2020-08-28 11:45:00,669.4,686.15,664.2,670.0,2125
2020-08-28 12:00:00,670.35,689.7,670.35,689.7,700
2020-08-28 12:15:00,689.7,718.45,689.7,715.0,3325
2020-08-28 12:30:00,719.75,744.4,707.05,723.65,2200
2020-08-28 12:45:00,729.35,729.35,700.0,708.45,4425
2020-08-28 13:00:00,705.0,747.65,705.0,707.4,3400
2020-08-28 13:15:00,710.45,710.45,679.0,679.0,3175
2020-08-28 13:30:00,687.9,697.55,660.0,665.0,2850
2020-08-28 13:45:00,661.65,678.35,660.05,673.0,1150
2020-08-28 14:00:00,673.0,697.0,670.0,670.0,1600
2020-08-28 14:15:00,660.0,660.15,635.0,639.0,4100
2020-08-28 14:30:00,625.0,670.05,619.65,655.55,1850
2020-08-28 14:45:00,644.15,653.4,635.1,638.15,2200
2020-08-28 15:00:00,646.95,648.8,609.1,626.5,1425
2020-08-28 15:15:00,624.65,627.5,576.2,590.3,4475
2020-08-31 09:15:00,480.05,617.95,401.0,599.4,6801
2020-08-31 09:30:00,597.0,609.25,526.9,526.9,3325
2020-08-31 09:45:00,524.05,561.7,524.05,553.2,3325
2020-08-31 10:00:00,560.2,605.05,560.2,574.1,1450
2020-08-31 10:15:00,576.0,664.95,576.0,592.2,5275
2020-08-31 10:30:00,613.05,635.0,613.05,631.05,325
2020-08-31 10:45:00,646.05,699.85,641.5,662.6,2250
2020-08-31 11:00:00,670.2,773.8,661.95,773.8,2875
